UKPRN	HE_Provider	Academic_employment_function	Contract_levels	Sex	Academic_Year	Contract_salary	Number	Salary_Band
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Contract salary < £19,612	0	Band_1
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Contract salary ≥ £19,612 and < £25,941	0	Band_2
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Contract salary ≥ £25,941 and < £34,804	5	Band_3
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Contract salary ≥ £34,804 and < £46,718	45	Band_4
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Contract salary ≥ £46,718 and < £62,727	125	Band_5
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Contract salary ≥ £62,727	160	Band_6
10007774	The University of Oxford	Both teaching and research	Other contract level	Female	2020/21	Total	340	NA
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Contract salary < £19,612	0	Band_1
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Contract salary ≥ £19,612 and < £25,941	0	Band_2
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Contract salary ≥ £25,941 and < £34,804	330	Band_3
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Contract salary ≥ £34,804 and < £46,718	1005	Band_4
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Contract salary ≥ £46,718 and < £62,727	280	Band_5
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Contract salary ≥ £62,727	75	Band_6
10007774	The University of Oxford	Research only	Other contract level	Female	2020/21	Total	1685	NA
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Contract salary < £19,612	0	Band_1
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Contract salary ≥ £19,612 and < £25,941	0	Band_2
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Contract salary ≥ £25,941 and < £34,804	5	Band_3
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Contract salary ≥ £34,804 and < £46,718	25	Band_4
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Contract salary ≥ £46,718 and < £62,727	5	Band_5
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Contract salary ≥ £62,727	0	Band_6
10007774	The University of Oxford	Teaching only	Other contract level	Female	2020/21	Total	35	NA
10007774	The University of Oxford	Both teaching and research	Other senior academic	Female	2020/21	Contract salary < £19,612	0	Band_1
10007774	The University of Oxford	Both teaching and research	Other senior academic	Female	2020/21	Contract salary ≥ £19,612 and < £25,941	0	Band_2
10007774	The University of Oxford	Both teaching and research	Other senior academic	Female	2020/21	Contract salary ≥ £25,941 and < £34,804	0	Band_3
