UKPRN	HE_Provider	Academic_employment_function	Contract_levels	Sex	Academic_Year	Contract_salary	Number	Salary_Band
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Contract salary ≥ £32,277 and < £43,325	105	Band_4
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Contract salary ≥ £43,325 and < £58,172	105	Band_5
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Contract salary ≥ £58,172	15	Band_6
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Female	2014/15	Total	225	NA
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Contract salary ≥ £24,057 and < £32,277	60	Band_3
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Contract salary ≥ £32,277 and < £43,325	180	Band_4
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Contract salary ≥ £43,325 and < £58,172	10	Band_5
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Contract salary ≥ £58,172	0	Band_6
10005343	Queen's University Belfast	Research only	Other contract level	Female	2014/15	Total	250	NA
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Contract salary ≥ £32,277 and < £43,325	15	Band_4
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Contract salary ≥ £43,325 and < £58,172	60	Band_5
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Contract salary ≥ £58,172	10	Band_6
10005343	Queen's University Belfast	Teaching only	Other contract level	Female	2014/15	Total	85	NA
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Contract salary ≥ £32,277 and < £43,325	0	Band_4
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Contract salary ≥ £43,325 and < £58,172	5	Band_5
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Contract salary ≥ £58,172	15	Band_6
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Female	2014/15	Total	15	NA
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Contract salary ≥ £32,277 and < £43,325	0	Band_4
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Contract salary ≥ £43,325 and < £58,172	0	Band_5
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Contract salary ≥ £58,172	0	Band_6
10005343	Queen's University Belfast	Teaching only	Other senior academic	Female	2014/15	Total	0	NA
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Contract salary ≥ £32,277 and < £43,325	0	Band_4
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Contract salary ≥ £43,325 and < £58,172	0	Band_5
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Contract salary ≥ £58,172	30	Band_6
10005343	Queen's University Belfast	Both teaching and research	Professor	Female	2014/15	Total	30	NA
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Contract salary ≥ £32,277 and < £43,325	140	Band_4
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Contract salary ≥ £43,325 and < £58,172	220	Band_5
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Contract salary ≥ £58,172	30	Band_6
10005343	Queen's University Belfast	Both teaching and research	Other contract level	Male	2014/15	Total	390	NA
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Contract salary ≥ £24,057 and < £32,277	70	Band_3
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Contract salary ≥ £32,277 and < £43,325	185	Band_4
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Contract salary ≥ £43,325 and < £58,172	20	Band_5
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Contract salary ≥ £58,172	0	Band_6
10005343	Queen's University Belfast	Research only	Other contract level	Male	2014/15	Total	275	NA
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Contract salary ≥ £32,277 and < £43,325	20	Band_4
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Contract salary ≥ £43,325 and < £58,172	40	Band_5
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Contract salary ≥ £58,172	10	Band_6
10005343	Queen's University Belfast	Teaching only	Other contract level	Male	2014/15	Total	70	NA
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Contract salary ≥ £32,277 and < £43,325	0	Band_4
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Contract salary ≥ £43,325 and < £58,172	15	Band_5
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Contract salary ≥ £58,172	55	Band_6
10005343	Queen's University Belfast	Both teaching and research	Other senior academic	Male	2014/15	Total	70	NA
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Contract salary ≥ £32,277 and < £43,325	0	Band_4
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Contract salary ≥ £43,325 and < £58,172	0	Band_5
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Contract salary ≥ £58,172	0	Band_6
10005343	Queen's University Belfast	Neither teaching nor research	Other senior academic	Male	2014/15	Total	0	NA
10005343	Queen's University Belfast	Teaching only	Other senior academic	Male	2014/15	Contract salary < £18,031	0	Band_1
10005343	Queen's University Belfast	Teaching only	Other senior academic	Male	2014/15	Contract salary ≥ £18,031 and < £24,057	0	Band_2
10005343	Queen's University Belfast	Teaching only	Other senior academic	Male	2014/15	Contract salary ≥ £24,057 and < £32,277	0	Band_3
10005343	Queen's University Belfast	Teaching only	Other senior academic	Male	2014/15	Contract salary ≥ £32,277 and < £43,325	0	Band_4
10005343	Queen's University Belfast	Teaching only	Other senior academic	Male	2014/15	Contract salary ≥ £43,325 and < £58,172	0	Band_5
